"Textstelle","CTH","Fundort","Dat","RefNr","Toponyms"
"KUB 5.3 I 43",563,"Ḫattuša","jh.","(Bo 2042)","Ḫattuša:cho"
"KUB 5.3 I 46",563,"Ḫattuša","jh.","(Bo 2042)","Ḫattuša:cho"
"KUB 5.3 I 47",563,"Ḫattuša","jh.","(Bo 2042)","Ḫattuša:cho"
"KUB 5.3 I 54",563,"Ḫattuša","jh.","(Bo 2042)","Ḫattuša:cho"
"KUB 5.3 I 55",563,"Ḫattuša","jh.","(Bo 2042)","Ḫattuša:cho"
"KUB 5.3 I 58",563,"Ḫattuša","jh.","(Bo 2042)","Ḫattuša:cho"
"KUB 5.3 II 13",563,"Ḫattuša","jh.","(Bo 2042)","Ḫatti:cho"
"KUB 5.3 II 14",563,"Ḫattuša","jh.","(Bo 2042)","Ḫatti:cho"
"KUB 5.3 II 2",563,"Ḫattuša","jh.","(Bo 2042)","Ḫatti:cho"
"KUB 5.3 II 23",563,"Ḫattuša","jh.","(Bo 2042)","Ḫatti:cho"
"KUB 5.3 II 27",563,"Ḫattuša","jh.","(Bo 2042)","Ḫatti:cho, Ḫatti:cho"
"KUB 5.3 II 46",563,"Ḫattuša","jh.","(Bo 2042)","Ḫatti:cho"
"KUB 5.3 II 5",563,"Ḫattuša","jh.","(Bo 2042)","Ḫatti:cho"
"KUB 5.3 II 9",563,"Ḫattuša","jh.","(Bo 2042)","Ḫatti:cho"
"KUB 5.3 III 45",563,"Ḫattuša","jh.","(Bo 2042)","Ḫattuša:cho"
"KUB 5.3 IV 1",563,"Ḫattuša","jh.","(Bo 2042)","Katapa:cho"
"KUB 5.3 IV 10",563,"Ḫattuša","jh.","(Bo 2042)","Ankuwa:cho"
"KUB 5.3 IV 13",563,"Ḫattuša","jh.","(Bo 2042)","Zitḫara:oik"
"KUB 5.3 IV 3",563,"Ḫattuša","jh.","(Bo 2042)","Katapa:cho"
"KUB 5.3 IV 5",563,"Ḫattuša","jh.","(Bo 2042)","Katapa:cho"
"KUB 5.4 I 16",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 I 17",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 I 18",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 I 19",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 I 2",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 I 26",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 I 27",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 I 28",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 I 29",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 I 3",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 I 37",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 I 39",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 I 4",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 I 41",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 I 44",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 I 46",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 I 47",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 I 48",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 I 6",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 II 10",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 II 11",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 II 2",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 II 20",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 II 22",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 II 23",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 II 24",563,"Ḫattuša","jh.","(Bo 2046)","Ḫattuša:cho"
"KUB 5.4 II 3",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 II 30",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 II 32",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 II 33",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 II 34",563,"Ḫattuša","jh.","(Bo 2046)","Ḫattuša:cho"
"KUB 5.4 II 4",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 II 46",563,"Ḫattuša","jh.","(Bo 2046)","Ḫattuša:cho"
"KUB 5.4 II 5",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 II 8",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 II 9",563,"Ḫattuša","jh.","(Bo 2046)","Ḫatti:cho"
"KUB 5.4 III 1",563,"Ḫattuša","jh.","(Bo 2046)","Ḫalap:cho"
"KUB 5.4 III 13",563,"Ḫattuša","jh.","(Bo 2046)","Ankuwa:cho"
"KUB 5.4 III 3",563,"Ḫattuša","jh.","(Bo 2046)","Katapa:cho"
"KUB 5.4 III 4",563,"Ḫattuša","jh.","(Bo 2046)","Katapa:cho"
"KUB 5.4 III 5",563,"Ḫattuša","jh.","(Bo 2046)","Katapa:cho"
"KUB 5.4 III 6",563,"Ḫattuša","jh.","(Bo 2046)","Katapa:cho"
"KUB 5.4 III 8",563,"Ḫattuša","jh.","(Bo 2046)","Katapa:cho"
"KUB 5.6 I 17'",570,"T.I","jh.","(1593/u)","Aštata:cho"
"KUB 5.6 I 20'",570,"T.I","jh.","(1593/u)","Aštata:cho"
"KUB 5.6 I 21'",570,"T.I","jh.","(1593/u)","Aštata:cho"
"KUB 5.6 I 27'",570,"T.I","jh.","(1593/u)","Aštata:cho"
"KUB 5.6 I 36'",570,"T.I","jh.","(1593/u)","Ḫattuša:cho"
"KUB 5.6 I 40'",570,"T.I","jh.","(1593/u)","Aštata:cho"
"KUB 5.6 I 44'",570,"T.I","jh.","(1593/u)","Aštata:cho"
"KUB 5.6 I 9'",570,"T.I","jh.","(1593/u)","Aštata:cho"
"KUB 5.6 II 22'",570,"T.I","jh.","(1593/u)","Iškiya:oik"
"KUB 5.6 II 25'",570,"T.I","jh.","(1593/u)","Maraššantiya:oik"
"KUB 5.6 II 3'",570,"T.I","jh.","(1593/u)","Urikina:oik"
"KUB 5.6 II 4'",570,"T.I","jh.","(1593/u)","Aštata:cho"
"KUB 5.6 II 40'",570,"T.I","jh.","(1593/u)","Zitḫara:oik"
"KUB 5.6 II 45'",570,"T.I","jh.","(1593/u)","Zitḫara:oik"
"KUB 5.6 II 46'",570,"T.I","jh.","(1593/u)","Zitḫara:oik"
"KUB 5.6 II 50'",570,"T.I","jh.","(1593/u)","Zitḫara:oik"
"KUB 5.6 II 55'",570,"T.I","jh.","(1593/u)","Ḫattuša:cho"
"KUB 5.6 II 57'",570,"T.I","jh.","(1593/u)","Aḫḫiyawa:cho, Lazpa:cho"
"KUB 5.6 II 60'",570,"T.I","jh.","(1593/u)","Aḫḫiyawa:cho, Lazpa:cho"
"KUB 5.6 II 62'",570,"T.I","jh.","(1593/u)","Ḫattuša:cho"
"KUB 5.6 II 66'",570,"T.I","jh.","(1593/u)","Ankuwa:cho"
"KUB 5.6 II 69'",570,"T.I","jh.","(1593/u)","Ankuwa:cho"
"KUB 5.6 II 71'",570,"T.I","jh.","(1593/u)","Zitḫara:oik"
"KUB 5.6 III 14",570,"T.I","jh.","(1593/u)","Arzawa:cho"
"KUB 5.6 III 19",570,"T.I","jh.","(1593/u)","Kuwalana:oro, Kuwalana:oik"
"KUB 5.6 III 25",570,"T.I","jh.","(1593/u)","Arzawa:cho, Ḫattuša:cho"
"KUB 5.6 III 29",570,"T.I","jh.","(1593/u)","Kuwalana:oro, Kuwalana:oik"
"KUB 5.6 III 36",570,"T.I","jh.","(1593/u)","Arzawa:cho, Ḫattuša:cho"
"KUB 5.6 III 6",570,"T.I","jh.","(1593/u)","Ḫattuša:cho"
"KUB 5.6 IV 1",570,"T.I","jh.","(1593/u)","Šaḫpina:oik"
"KUB 5.6 IV 13",570,"T.I","jh.","(1593/u)","Tauriša:oik"
"KUB 5.6 IV 16",570,"T.I","jh.","(1593/u)","Katapa:cho, Šaḫpina:oik"
"KUB 5.6 IV 9",570,"T.I","jh.","(1593/u)","Ḫalap:cho, Ḫatti:cho, Ḫiššašḫapa:cho"
"KUB 5.6 lk. Rd. 4",570,"T.I","jh.","(1593/u)","Arinna:cho"
"KUB 5.7 Rs. 12",574,"T.I","jh.","(Bo 69/71)","Ḫariyašša:oik"
"KUB 5.7 Rs. 15",574,"T.I","jh.","(Bo 69/71)","Tarḫuntašša:cho"
"KUB 5.7 Rs. 18",574,"T.I","jh.","(Bo 69/71)","Ḫatti:cho"
"KUB 5.7 Rs. 21",574,"T.I","jh.","(Bo 69/71)","Maraššantiya:oik"
"KUB 5.7 Vs. 12'",574,"T.I","jh.","(Bo 69/71)","Zippalanda:oik"
"KUB 5.7 Vs. 2'",574,"T.I","jh.","(Bo 69/71)","Gazzimar:oik"
"KUB 5.7 Vs. 36'",574,"T.I","jh.","(Bo 69/71)","Ḫatti:cho"
"KUB 50.1 II 6'",573,"T.I","mh.","(Bo 69/263)","Uda:cho"
"KUB 50.1 III 18'",573,"T.I","mh.","(Bo 69/263)","Kizzuwatna:cho"
"KUB 50.1 III 26'",573,"T.I","mh.","(Bo 69/263)","Kizzuwatna:cho"
"KUB 50.1 III 3'",573,"T.I","mh.","(Bo 69/263)","Kizzuwatna:cho"
"KUB 50.1 III 5'",573,"T.I","mh.","(Bo 69/263)","Niniwa:cho"
"KUB 50.1 III 8'",573,"T.I","mh.","(Bo 69/263)","Kizzuwatna:cho"
"KUB 50.101 8",572,"Ḫattuša","jh.","(Bo 6993)","Kargamiš:cho"
"KUB 50.104 11'",572,"Ḫattuša","jh.","(Bo 5332)","KUR UGU:cho"
"KUB 50.108 11'",578,"Ḫattuša","jh.","(Bo 5779)","Kammama:cho"
"KUB 50.108 12'",578,"Ḫattuša","jh.","(Bo 5779)","Ḫarpušta:cho"
"KUB 50.108 16'",578,"Ḫattuša","jh.","(Bo 5779)","Še[:oik"
"KUB 50.108 7'",578,"Ḫattuša","jh.","(Bo 5779)","Ḫanziwa:hyd, Šapinuwa:cho, Ḫanziwa:oik"
"KUB 50.108 8'",578,"Ḫattuša","jh.","(Bo 5779)","Šuppiluliya:hyd, Šaḫuzimiša:oik, Šuppiluliya:oik"
"KUB 50.110 3'",582,"Ḫattuša","jh.","(Bo 5534)","Ḫatti:cho"
"KUB 50.111 4'",572,"Ḫattuša","jh.","(Bo 6215)","Kummanni:cho"
"KUB 50.111 5'",572,"Ḫattuša","jh.","(Bo 6215)","Kummanni:cho"
"KUB 50.112 IV 5'",570,"Ḫattuša","jh.","(Bo 5084)","Akuttariya:oro, Ḫatti:cho"
"KUB 50.112 IV 6'",570,"Ḫattuša","jh.","(Bo 5084)","Zippalanda:oik"
"KUB 50.117 II 6",580,"Ḫattuša","jh.","(Bo 932)","Lawazantiya:oik"
"KUB 50.122 Rs. 1",832,"Ḫattuša","jh.","(Bo 7955)","Tarḫuntašša:cho"
"KUB 50.122 Vs. 14'",832,"Ḫattuša","jh.","(Bo 7955)","Urauna:oro, Urauna:oik"
"KUB 50.123 Rs. 12'",570,"T.I","jh.","(1593/u)","Arušna:oik"
"KUB 50.125 18'",578,"Ḫattuša","jh.","(Bo 5575)","Arinna:cho"
"KUB 50.13 2'",572,"Ḫattuša","jh.","(Bo 9256)","Ḫarziuna:cho"
"KUB 50.13 3'",572,"Ḫattuša","jh.","(Bo 9256)","Ḫatti:cho"
"KUB 50.14 IV 11'",578,"Ḫattuša","jh.","(Bo 6979)","Ḫurma:cho"
"KUB 50.19 4'",578,"Ḫattuša","jh.","(Bo 9263)","Ḫarziuna:cho"
"KUB 50.19 6'",578,"Ḫattuša","jh.","(Bo 9263)","Ḫarziuna:cho"
"KUB 50.2 4'",578,"Ḫattuša","jh.","(Bo 9130)","Lakkiš[:oik"
"KUB 50.23 II 10",577,"T.I","sjh.","(Bo 68/97)","Zallara:cho"
"KUB 50.23 III 4'",577,"T.I","sjh.","(Bo 68/97)","Matana:oro"
"KUB 50.26 II? 9'",572,"Ḫattuša","jh.","(Bo 9259)","Mira:cho"
"KUB 50.31 I 11'",578,"Ḫattuša","jh.","(Bo 5371)","Nerik:hyd, Nerik:cho"
"KUB 50.32 III 5",568,"---","jh.","(161/a)","Arinna:cho"
"KUB 50.35 Rs.? 12'",570,"Ḫattuša","jh.","(Bo 5339)","Karaḫna:cho"
"KUB 50.35 Rs.? 13'",570,"Ḫattuša","jh.","(Bo 5339)","Karaḫna:cho"
"KUB 50.35 Rs.? 16'",570,"Ḫattuša","jh.","(Bo 5339)","Ašpinuwa:oik"
"KUB 50.35 Rs.? 18'",570,"Ḫattuša","jh.","(Bo 5339)","Ašpinuwa:oik"
"KUB 50.35 Rs.? 22'",570,"Ḫattuša","jh.","(Bo 5339)","Karaḫna:cho"
"KUB 50.35 Rs.? 28'",570,"Ḫattuša","jh.","(Bo 5339)","Tarḫuntašša:cho"
"KUB 50.35 Vs.? 21",570,"Ḫattuša","jh.","(Bo 5339)","Kummanni:cho"
"KUB 50.35 Vs.? 5",570,"Ḫattuša","jh.","(Bo 5339)","Kummanni:cho"
"KUB 50.42 lk. Kol. 29'",572,"Ḫattuša","jh.","(Bo 5340)","Ḫarpiša:oik"
"KUB 50.46 III 4'",574,"Ḫattuša","jh.","(Bo 5634)","Tapašša[:oik"
"KUB 50.47 II 1'",582,"Ḫattuša","jh.","(Bo 5659)","Arinna:cho"
"KUB 50.47 II 8'",582,"Ḫattuša","jh.","(Bo 5659)","Arinna:cho"
"KUB 50.48 III 1'",582,"Ḫattuša","jh.","(Bo 8705)","Kaška:cho"
"KUB 50.55 Rs. 5",562,"Ḫattuša","jh.","(Bo 4804)","Pittalaḫša:oik"
"KUB 50.55 Rs. 6",562,"Ḫattuša","jh.","(Bo 4804)","Pikkauzza:cho"
"KUB 50.55 Rs. 7",562,"Ḫattuša","jh.","(Bo 4804)","Nerik:hyd, Nerik:cho"
"KUB 50.55 Vs. 36'",562,"Ḫattuša","jh.","(Bo 4804)","Ḫanḫana:cho"
"KUB 50.55 Vs. 41' + KUB 22.25 Vs. 41'",562,"Ḫattuša","jh.","(Bo 4804)","Pittalaḫša:oik"
"KUB 50.60 I 7",577,"Ḫattuša","jh.","(Bo 5527)","Kargamiš:cho"
"KUB 50.61 lk. Kol. 1'",574,"Ḫattuša","jh.","(Bo 5415)","Zitḫara:oik"
"KUB 50.62 1'",582,"Ḫattuša","jh.","(Bo 8270)","Nerik:hyd, Nerik:cho"
"KUB 50.65 1'",570,"Ḫattuša","jh.","(Bo 5800)","Nerik:hyd, Nerik:cho"
"KUB 50.71 Rs. 6",578,"Ḫattuša","jh.","(Bo 5334)","Arinna:cho"
"KUB 50.79 Rs.? 4'",572,"Ḫattuša","jh.","(Bo 1872)","Ḫatti:cho"
"KUB 50.79 Vs.? 10'",572,"Ḫattuša","jh.","(Bo 1872)","Pišat[:oik"
"KUB 50.8 7'",578,"Ḫattuša","jh.","(Bo 10283)","Aššur:cho"
"KUB 50.82 11'",568,"Ḫattuša","jh.","(Bo 5504)","Puškurunuwa:oro"
"KUB 50.82 15'",568,"Ḫattuša","jh.","(Bo 5504)","Puškurunuwa:oro"
"KUB 50.82 8'",568,"Ḫattuša","jh.","(Bo 5504)","Aškašipa:oro"
"KUB 50.84 II? 10'",578,"Ḫattuša","sjh.","(Bo 1015)","Arinna:cho"
"KUB 50.84 II? 17'",578,"Ḫattuša","sjh.","(Bo 1015)","Arinna:cho"
"KUB 50.84 II? 19'",578,"Ḫattuša","sjh.","(Bo 1015)","Ankuwa:cho"
"KUB 50.84 II? 7'",578,"Ḫattuša","sjh.","(Bo 1015)","Ankuwa:cho"
"KUB 50.84 II? 9'",578,"Ḫattuša","sjh.","(Bo 1015)","Arinna:cho"
"KUB 50.87 Rs. 8'",578,"Ḫattuša","jh.","(Bo 6347)","Lip[:oik"
"KUB 50.89 II 16'",578,"Ḫattuša","jh.","(Bo 5342)","Ḫattuša:cho"
"KUB 50.89 II 19'",578,"Ḫattuša","jh.","(Bo 5342)","Ḫattuša:cho"
"KUB 50.90 Vs. 10'",576,"Ḫattuša","jh.","(Bo 5449)","Al[:oro, Al[:oik"
"KUB 50.91 IV 1'",572,"Ḫattuša","jh.","(Bo 7981)","Ḫalap:cho"
"KUB 50.91 IV 13'",572,"Ḫattuša","jh.","(Bo 7981)","Ušša:cho"
"KUB 50.91 IV 17'",572,"Ḫattuša","jh.","(Bo 7981)","Tegarama:cho"
"KUB 50.91 IV 9'",572,"Ḫattuša","jh.","(Bo 7981)","Ušša:cho"
"KUB 50.92 Rs. 14'",574,"Ḫattuša","jh.","(Bo 6010)","Išuwa:cho"
"KUB 50.94 I 8'",578,"Ḫattuša","jh.","(Bo 270)","Zippalanda:oik"
"KUB 51.1 I 16",638,"T.I","mh.","(228/v)","Ḫanḫana:cho"
"KUB 51.1 I 3",638,"T.I","mh.","(228/v)","Ankuwa:cho"
"KUB 51.1 I 4",638,"T.I","mh.","(228/v)","Ḫanḫana:cho"
"KUB 51.1 IV 4''",638,"T.I","mh.","(228/v)","Ḫanḫana:cho"
"KUB 51.11 10",670,"Ḫattuša","jh.","(Bo 956)","Arinna:cho"
"KUB 51.15 Rs. 2'",626,"Ḫattuša","jh.","(Bo 893)","Ḫalap:cho"
"KUB 51.15 Rs. 8'",626,"Ḫattuša","jh.","(Bo 893)","Arinna:cho"
"KUB 51.15 Vs. 1'",626,"Ḫattuša","jh.","(Bo 893)","Taḫurpa:oik"
"KUB 51.15 Vs. 2'",626,"Ḫattuša","jh.","(Bo 893)","Arinna:cho"
"KUB 51.15 Vs. 3'",626,"Ḫattuša","jh.","(Bo 893)","Kulilla:oik"
"KUB 51.15 Vs. 5'",626,"Ḫattuša","jh.","(Bo 893)","Tatišga:oik"
"KUB 51.16 8'",628,"Ḫattuša","jh.","(Bo 911)","Manuziya:oro, Manuziya:oik"
"KUB 51.17 Vs.? 5'",568,"Ḫattuša","jh.","(Bo 929)","Arinna:cho"
"KUB 51.17 Vs.? 8'",568,"Ḫattuša","jh.","(Bo 929)","Tiwaliya:oik"
"KUB 51.2 Vs. 5'",625,"Ḫattuša","jh.","(Bo 867)","Durmitta:cho"
"KUB 51.21 Rs.? 11'",628,"Ḫattuša","jh.","(Bo 963)","Manuziya:oro, Manuziya:oik"
"KUB 51.22 I? 13'",330,"Ḫattuša","jh.","(Bo 1224)","Šidduwa:oro"
"KUB 51.22 I? 8'",330,"Ḫattuša","jh.","(Bo 1224)","Kuliwišna:oik"
"KUB 51.23 Rs. 13'",527,"Ḫattuša","jh.","(Bo 936)","Zippalanda:oik"
"KUB 51.23 Vs. 12'",527,"Ḫattuša","jh.","(Bo 936)","Ḫariyašša:oik"
"KUB 51.23 Vs. 13'",527,"Ḫattuša","jh.","(Bo 936)","Ḫariyašiyaši:oik"
"KUB 51.25 Rs. 16'",597,"Ḫattuša","jh.","(Bo 843)","Arinna:cho"
"KUB 51.25 Vs. 10'",597,"Ḫattuša","jh.","(Bo 843)","Arinna:cho"
"KUB 51.25 Vs. 8'",597,"Ḫattuša","jh.","(Bo 843)","Arinna:cho"
"KUB 51.26 r. Kol. 11'",670,"Ḫattuša","jh.","(Bo 863)","Wanši[:oik"
"KUB 51.26 r. Kol. 12'",670,"Ḫattuša","jh.","(Bo 863)","Wanši[:oik"
"KUB 51.26 r. Kol. 14",670,"Ḫattuša","jh.","(Bo 863)","Ḫa[:oro, Ḫa[:cho"
"KUB 51.26 r. Kol. 15'",670,"Ḫattuša","jh.","(Bo 863)","Ḫatti:cho"
"KUB 51.26 r. Kol. 19'",670,"Ḫattuša","jh.","(Bo 863)","Kattila:oik"
"KUB 51.27 Vs. 12'",500,"Ḫattuša","jh.","(Bo 810)","Manuziya:oro, Manuziya:oik"
"KUB 51.33 I 10'",526,"Ḫattuša","sjh.","(Bo 1077)","Zi[:cho"
"KUB 51.33 I 14'",526,"Ḫattuša","sjh.","(Bo 1077)","Gazzimar:oik"
"KUB 51.33 I 17'",526,"Ḫattuša","sjh.","(Bo 1077)","Paḫašunuwa:oro, Paḫašunuwa:cho"
"KUB 51.33 I 18'",526,"Ḫattuša","sjh.","(Bo 1077)","Zippalanda:oik"
"KUB 51.33 I 23'",526,"Ḫattuša","sjh.","(Bo 1077)","Ḫašuna:oik"
"KUB 51.33 I 9'",526,"Ḫattuša","sjh.","(Bo 1077)","Ḫarpana:oik"
"KUB 51.34 2'",582,"Ḫattuša","sjh.","(Bo 913)","Uda:cho"
"KUB 51.34 6'",582,"Ḫattuša","sjh.","(Bo 913)","Uda:cho"
"KUB 51.34 9'",582,"Ḫattuša","sjh.","(Bo 913)","Urikina:oik"
"KUB 51.35 Vs.? 8'",668,"Ḫattuša","sjh.","(Bo 990)","Kuruštama:oik"
"KUB 51.36 Vs. 11",682,"Ḫattuša","sjh.","(Bo 961)","Ḫatti:cho"
"KUB 51.37 Rs. 2'",635,"---","jh.","(Bo 1026)","Zippalanda:oik"
"KUB 51.37 Vs. 1'",635,"---","jh.","(Bo 1026)","Zippalanda:oik"
"KUB 51.37 Vs. 2'",635,"---","jh.","(Bo 1026)","Zippalanda:oik"
"KUB 51.38 9'",448,"Ḫattuša","jh.","(Bo 607)","Gazzimar:oik"
"KUB 51.4 Vs.! III 2'",628,"Ḫattuša","jh.","(Bo 915)","Alda:hyd"
"KUB 51.40 Vs. III 8'",685,"Ḫattuša","jh.","(Bo 1229)","Daḫa:oro"
"KUB 51.40 Vs. III 9'",685,"Ḫattuša","jh.","(Bo 1229)","Daḫa:oro"
"KUB 51.41 7'",470,"Ḫattuša","jh.","(Bo 1113)","Šaparaššana:oro, Šaparaššana:cho"
"KUB 51.44 Vs. 17'",670,"Ḫattuša","mh.?","(Bo 965)","Šapinuwa:cho"
"KUB 51.52 Vs. 12'",649,"Ḫattuša","jh.","(Bo 818)","Ḫa[:oro, Ḫa[:cho"
"KUB 51.53 Rs. lk. Kol. 4'",528,"Ḫattuša","jh.","(Bo 973)","Kulita:oik"
"KUB 51.54 Rs.? 8'",678,"Ḫattuša","sjh.","(Bo 931)","Zin[:oro, Zin[:oik"
"KUB 51.54 Vs.? 2'",678,"Ḫattuša","sjh.","(Bo 931)","Zi[:cho"
"KUB 51.54 Vs.? 7'",678,"Ḫattuša","sjh.","(Bo 931)","Zaḫaluka:oik"
"KUB 51.54 Vs.? 9'",678,"Ḫattuša","sjh.","(Bo 931)","Zaḫaluka:oik"
"KUB 51.57 Vs. 13",633,"HaH","jh.","(2146/g)","Ankuwa:cho"
"KUB 51.73 Rs.? 15'",628,"Ḫattuša","jh.","(Bo 883)","Pipita:oik"
"KUB 51.73 Rs.? 16'",628,"Ḫattuša","jh.","(Bo 883)","Zalmana:oik"
"KUB 51.79 Rs.! 10'",684,"Ḫattuša","jh.","(Bo 858)","Šamuḫa:cho"
"KUB 51.79 Rs.! 12'",684,"Ḫattuša","jh.","(Bo 858)","Nakkiliya:hyd"
"KUB 51.79 Rs.! 14'",684,"Ḫattuša","jh.","(Bo 858)","Kaneš:cho"
"KUB 51.79 Rs.! 3'",684,"Ḫattuša","jh.","(Bo 858)","Šamuḫa:cho"
"KUB 51.79 Rs.! 5'",684,"Ḫattuša","jh.","(Bo 858)","Tapala:oro"
"KUB 51.81 Rs.? 8'",126,"Ḫattuša","jh.","(Bo 813)","Matilla:oik"
"KUB 51.81 Vs.? 4'",126,"Ḫattuša","jh.","(Bo 813)","Ḫatti:cho"
"KUB 51.81 Vs.? 5'",126,"Ḫattuša","jh.","(Bo 813)","Ḫatti:cho"
"KUB 51.86 15'",615,"Ḫattuša","jh.","(Bo 853)","Ḫattarina:oik"
"KUB 51.86 17'",615,"Ḫattuša","jh.","(Bo 853)","Ḫattarina:oik"
"KUB 51.87 Rs. lk. Kol. 12'",635,"Ḫattuša","sjh.","(Bo 299)","Daḫa:oro"
"KUB 51.88 r. Kol. 5'",530,"Ḫattuša","jh.","(Bo 1111)","Akuttariya:oro"
"KUB 51.88 r. Kol. 8'",530,"Ḫattuša","jh.","(Bo 1111)","Kalkiya:oik"
"KUB 51.91 10'",529,"Ḫattuša","sjh.","(Bo 1160)","Ḫalap:cho"
"KUB 51.91 11'",529,"Ḫattuša","sjh.","(Bo 1160)","Ḫalap:cho"
"KUB 51.91 3'",529,"Ḫattuša","sjh.","(Bo 1160)","Ḫalap:cho"
"KUB 51.91 6'",529,"Ḫattuša","sjh.","(Bo 1160)","Ḫalap:cho"
"KUB 52.102 I 5'",667,"Ḫattuša","jh.","(Bo 2712)","Zalpa:cho"
"KUB 52.102 II 17'",667,"Ḫattuša","jh.","(Bo 2712)","Zalpa:cho"
"KUB 52.102 II 24'",667,"Ḫattuša","jh.","(Bo 2712)","Zalpa:cho"
"KUB 52.102 II 3'",667,"Ḫattuša","jh.","(Bo 2712)","Ziḫnuwa:oik"
"KUB 52.102 II 4'",667,"Ḫattuša","jh.","(Bo 2712)","Mišturaḫa:oik"
"KUB 52.102 II 7'",667,"Ḫattuša","jh.","(Bo 2712)","Kuwannaniya:hyd"
"KUB 52.103 4'",667,"Ḫattuša","jh.","(Bo 2934)","Mišturaḫa:oik"
"KUB 52.107 Rd. 1",780,"Ḫattuša","jh.","(Bo 2860)","Mukiš:cho"
"KUB 52.11 III 8''",570,"Ḫattuša","jh.","(Bo 5355)","Arinna:cho"
"KUB 52.13 3",574,"Ḫattuša","jh.","(Bo 5374)","Šamuḫa:cho"
"KUB 52.14 II 20'",582,"Ḫattuša","jh.","(Bo 5446)","Nerik:hyd, Nerik:cho"
"KUB 52.15 III 8'",582,"Ḫattuša","jh.","(Bo 2256)","Ḫatti:cho"
"KUB 52.15 III 9'",582,"Ḫattuša","jh.","(Bo 2256)","Ḫatti:cho"
"KUB 52.24 I 10",573,"Ḫattuša","jh.","(Bo 5364)","Laḫina[:oik"
"KUB 52.24 I 15",573,"Ḫattuša","jh.","(Bo 5364)","Laḫina[:oik"
"KUB 52.25 II 13",577,"Ḫattuša","jh.","(Bo 6850)","Nerik:hyd, Nerik:cho"
"KUB 52.31 lk. Rd. 1",582,"Ḫattuša","jh.","(Bo 5325)","Ḫatti:cho"
"KUB 52.33 IV 21'",570,"Ḫattuša","jh.","(Bo 6254)","Nerik:hyd, Nerik:cho"
"KUB 52.37 Rs.? 2'",582,"Ḫattuša","jh.","(Bo 6137)","Nerik:hyd, Nerik:cho"
"KUB 52.38 I 6'",582,"Ḫattuša","jh.","(Bo 8239)","Mira:cho"
"KUB 52.39 I 2'",582,"Ḫattuša","jh.","(Bo 6442)","Maraššanta:hyd, Maraššantiya:oik"
"KUB 52.40 Rs. 1'",577,"Ḫattuša","jh.","(Bo 5606)","Zitḫara:oik"
"KUB 52.40 Vs. 4'",577,"Ḫattuša","jh.","(Bo 5606)","Waši[:oik"
"KUB 52.43 I 6'",582,"Ḫattuša","jh.","(Bo 5873)","Palḫanta:oik"
