"Textstelle","CTH","Fundort","Dat","RefNr","Toponyms"
"KBo 17.75 III 40'",631,"Bk. A","mh.?","(2393/c)","Kaneš:cho"
"KBo 17.75 III 47'",631,"Bk. A","mh.?","(2393/c)","Kaneš:cho"
"KBo 17.75 III 9'",631,"Bk. A","mh.?","(2393/c)","Kaneš:cho"
"KBo 17.75 IV 20'",631,"Bk. A","mh.?","(2393/c)","Nerik:hyd, Nerik:cho"
"KBo 17.75 IV 35'",631,"Bk. A","mh.?","(2393/c)","Kaneš:cho"
"KBo 17.79 7'",664,"Bk. D","jh.","(363/i)","Ankuwa:cho"
"KBo 17.79 8'",664,"Bk. D","jh.","(363/i)","Ḫiššašḫapa:cho"
"KBo 17.79 9'",664,"Bk. D","jh.","(363/i)","Šamuḫa:cho"
"KBo 17.80 I 1",637,"Bk. A","jh.","(486/c)","Ḫiššašḫapa:cho"
"KBo 17.80 I 5",637,"Bk. A","jh.","(486/c)","Ḫiššašḫapa:cho"
"KBo 17.80 I 7",637,"Bk. A","jh.","(486/c)","Ḫiššašḫapa:cho"
"KBo 17.81 6'",670,"Bk. A","jh.","(2455/c)","Ḫiššašḫapa:cho"
"KBo 17.82 Vs.? 10'",664,"Bk. D","jh.","(337/f)","Šaḫpina:oik"
"KBo 17.82 Vs.? 11'",664,"Bk. D","jh.","(337/f)","Šamuḫa:cho"
"KBo 17.82 Vs.? 13'",664,"Bk. D","jh.","(337/f)","Tamininka:oik"
"KBo 17.82 Vs.? 15'",664,"Bk. D","jh.","(337/f)","Kargamiš:cho"
"KBo 17.82 Vs.? 7'",664,"Bk. D","jh.","(337/f)","Zippalanda:oik"
"KBo 17.82 Vs.? 8'",664,"Bk. D","jh.","(337/f)","Ḫiššašḫapa:cho"
"KBo 17.83 I 25'",637,"Bk. A","jh.","(365/c)","Ḫiššašḫapa:cho"
"KBo 17.83 II 6'",637,"Bk. A","jh.","(365/c)","Ḫiššašḫapa:cho"
"KBo 17.83 III 15'",637,"Bk. A","jh.","(365/c)","Nerik:hyd, Nerik:cho"
"KBo 17.83 IV 6'",637,"Bk. A","jh.","(365/c)","Ḫiššašḫapa:cho"
"KBo 17.83 IV 7'",637,"Bk. A","jh.","(365/c)","Ḫiššašḫapa:cho"
"KBo 17.83 IV 8'",637,"Bk. A","jh.","(365/c)","Katarga:oik"
"KBo 17.85 13'",669,"Bk. B","jh.","(92/n)","Ḫatti:cho"
"KBo 17.85 15'",669,"Bk. B","jh.","(92/n)","Kaneš:cho"
"KBo 17.85 3'",669,"Bk. B","jh.","(92/n)","Ḫatti:cho"
"KBo 17.85 5'",669,"Bk. B","jh.","(92/n)","Ḫatti:cho"
"KBo 17.85 9'",669,"Bk. B","jh.","(92/n)","Ḫatti:cho"
"KBo 17.86 I 5'",786,"Bk. A","jh.","(509/c)","Ḫazzi:oro, Nanni:oro"
"KBo 17.86 III 6'",786,"Bk. A","jh.","(509/c)","Ḫiššašḫapa:cho"
"KBo 17.86 III 7'",786,"Bk. A","jh.","(509/c)","Ni[:cho"
"KBo 17.87 10'",637,"Bk. A","sjh.","(655/b)","Ḫiššašḫapa:cho"
"KBo 17.87 3'",637,"Bk. A","sjh.","(655/b)","Ḫiššašḫapa:cho"
"KBo 17.88 II 17",591,"Bk. A","mh.","(1920/c)","Zippalanda:oik"
"KBo 17.88 III 15'",591,"Bk. A","mh.","(1920/c)","Puškurunuwa:oro"
"KBo 17.88 III 19'",591,"Bk. A","mh.","(1920/c)","Šarišša:oro, Šarišša:oik"
"KBo 17.88 III 6'",591,"Bk. A","mh.","(1920/c)","Ḫattuša:cho"
"KBo 17.89 V 10",664,"Bk. A","mh.?","(1329/c)","Pittiyarik:oik"
"KBo 17.89 V 6",664,"Bk. A","mh.?","(1329/c)","Ḫiššašḫapa:cho"
"KBo 17.89 V 7",664,"Bk. A","mh.?","(1329/c)","Zippalanda:oik"
"KBo 17.89 V 8",664,"Bk. A","mh.?","(1329/c)","Kuliwišna:oik"
"KBo 17.89 V 9",664,"Bk. A","mh.?","(1329/c)","Šarišša:oro, Šarišša:oik"
"KBo 17.9 IV 2 + ABoT 1.5 IV 2",627,"Bk. A","ah.","(1689/c)","Kilišra:oik"
"KBo 17.97 II 7'",718,"Bk. H","jh.","(270/n)","Elam:cho"
"KBo 17.98 V 16'",628,"Bk. A","jh.","(1967/c)","Ammana:oro"
"KBo 17.98 V 23'",628,"Bk. A","jh.","(1967/c)","Manuziya:oro, Nanni:oro, Manuziya:oik"
"KBo 17.98 V 24'",628,"Bk. A","jh.","(1967/c)","Ḫazzi:oro"
"KBo 17.98 V 28'",628,"Bk. A","jh.","(1967/c)","Puruna:hyd"
"KBo 18.10 2'",209,"Bk. M","jh.","(1307/v)","Ašušuḫa:oik"
"KBo 18.104 5'",190,"Bk. A","mh.?","(413/e)","Ḫattuša:cho"
"KBo 18.117 lk. Rd. 5",182,"T.I","sjh.","(364/v)","Pi[:oro, Pi[:oik"
"KBo 18.120 Vs. 5'",209,"Bk. D","jh.","(357/w)","Ma[:hyd, Ma[:cho"
"KBo 18.134 2",186,"Bk. A","jh.","(30/e)","Karduniaš:cho"
"KBo 18.135 Vs. 9'",209,"Bk. D","jh.","(279/i)","Aḫḫiyawa:cho"
"KBo 18.136 Vs. 3'",581,"Bk. D","jh.","(320/w)","Ḫatti:cho"
"KBo 18.139 2'",581,"T.I","jh.","(Bo 68/206)","Gazziura:oik"
"KBo 18.139 4'",581,"T.I","jh.","(Bo 68/206)","Šalpašša:oik"
"KBo 18.141 2",581,"Bk. D","jh.","(1840/u)","Kizzuwatna:cho"
"KBo 18.144 2",581,"Bk. D","jh.","(1832/u)","Ankuwa:cho"
"KBo 18.144 5",581,"Bk. D","jh.","(1832/u)","Ankuwa:cho"
"KBo 18.147 5'",581,"Bk. E","jh.","(2238/c)","Al[:oro, Al[:oik"
"KBo 18.151 Rs. 3",827,"Bk. M","ah.","(806/w)","Ḫaššuwa:cho"
"KBo 18.151 Rs. 4",827,"Bk. M","ah.","(806/w)","Kaneši:oik"
"KBo 18.151 Rs. 9",827,"Bk. M","ah.","(806/w)","Aršini:cho"
"KBo 18.151 Vs. 1",827,"Bk. M","ah.","(806/w)","Ḫattuša:cho"
"KBo 18.151 Vs. 11",827,"Bk. M","ah.","(806/w)","Ḫattuša:cho"
"KBo 18.153 Rs. 12'",242,"Bk. B","jh.","(235/d)","Arušna:oik"
"KBo 18.153 Rs. 17",242,"Bk. B","jh.","(235/d)","Urikina:oik"
"KBo 18.153 Rs. 5'",242,"Bk. B","jh.","(235/d)","Ḫattuša:cho"
"KBo 18.153 Rs. 8'",242,"Bk. B","jh.","(235/d)","Ḫatti:cho, Karduniaš:cho"
"KBo 18.153 Vs. 19'",242,"Bk. B","jh.","(235/d)","Karduniaš:cho"
"KBo 18.155 10",244,"Bk.","jh.","(1497/u)","Ḫilamatiya:oik"
"KBo 18.155 2",244,"Bk.","jh.","(1497/u)","Du[:oro, Du[:oik"
"KBo 18.155 8",244,"Bk.","jh.","(1497/u)","Ḫadduna:oik"
"KBo 18.156 2'",244,"Bk. E","jh.","(2164/c)","Arinna:cho, Lakkarwa:oik"
"KBo 18.156 4'",244,"Bk. E","jh.","(2164/c)","Arpa:oik"
"KBo 18.156 5'",244,"Bk. E","jh.","(2164/c)","Šapinuwa:cho"
"KBo 18.157 3",244,"Bk. E","jh.","(2164/c)","Lakkarwa:oik"
"KBo 18.157 6",244,"Bk. E","jh.","(2164/c)","Šapinuwa:cho, Arpa:oik"
"KBo 18.161 Rs. 13'",244,"Bk. D","sjh.","(204/g)","Parnašša:oik"
"KBo 18.161 Rs. 16'",244,"Bk. D","sjh.","(204/g)","Zarara[:oik"
"KBo 18.161 Rs. 18'",244,"Bk. D","sjh.","(204/g)","Za[:oik"
"KBo 18.161 Rs. 5'",244,"Bk. D","sjh.","(204/g)","Ankuwa:cho"
"KBo 18.161 Rs. 8'",244,"Bk. D","sjh.","(204/g)","Anzilatašši:oik"
"KBo 18.161 Vs. 16'",244,"Bk. D","sjh.","(204/g)","Á.ŠEŠ:oik"
"KBo 18.162 Vs. 13'",244,"Bk. D","jh.","(314/e)","Šaḫḫu[:oik"
"KBo 18.162 Vs. 6'",244,"Bk. D","jh.","(314/e)","Munna[:oik"
"KBo 18.164 I 3",244,"Bk. D","sjh.","(386/i)","Kizzuwatna:cho"
"KBo 18.164 I 6",244,"Bk. D","sjh.","(386/i)","Kizzuwatna:cho"
"KBo 18.164 II? 5'",244,"Bk. D","sjh.","(386/i)","Awana:oik"
"KBo 18.172 Vs. 6'",246,"Bk. D","sjh.","(336/f)","Kaška:cho"
"KBo 18.172 Vs. 9'",246,"Bk. D","sjh.","(336/f)","Kaška:cho"
"KBo 18.173 Rs. 10'",241,"Bk. B","jh.","(157/f)","Lukka:cho"
"KBo 18.173 Rs. 3'",241,"Bk. B","jh.","(157/f)","Mizri:cho"
"KBo 18.173 Rs. 9'",241,"Bk. B","jh.","(157/f)","Karduniaš:cho"
"KBo 18.175 I 5'",241,"Bk. D","jh.","(105/cA)","Alašiya:cho"
"KBo 18.175 V 16",241,"Bk. D","jh.","(105/cA)","Nerik:hyd, Nerik:cho"
"KBo 18.175 VI 2",241,"Bk. D","jh.","(105/cA)","Niniwa:cho"
"KBo 18.176 II 3'",241,"Bk. D","jh.","(126/r)","Pašdu[:oik"
"KBo 18.176 II 4'",241,"Bk. D","jh.","(126/r)","Ḫa[:oro, Ḫa[:cho"
"KBo 18.176 II 6'",241,"Bk. D","jh.","(126/r)","Kargamiš:cho"
"KBo 18.176 II 7'",241,"Bk. D","jh.","(126/r)","Katapa:cho"
"KBo 18.177 6'",819,"Bk. E","k.A.","(90/f)","Karduniaš:cho"
"KBo 18.178 Vs. 4'",245,"Bk. H","jh.","(254/n)","Ḫurri:cho"
"KBo 18.179 II 5'",241,"Bk. D","jh.","(779/f)","Ikuwaniya:cho"
"KBo 18.18 Vs. 1",186,"T.I","jh.","(695/u)","Ḫatti:cho"
"KBo 18.18 Vs. 11",186,"T.I","jh.","(695/u)","Wiluša:cho"
"KBo 18.18 Vs. 12",186,"T.I","jh.","(695/u)","Wiluša:cho"
"KBo 18.18 Vs. 7",186,"T.I","jh.","(695/u)","Wiluša:cho"
"KBo 18.18 Vs. 8",186,"T.I","jh.","(695/u)","Wiluša:cho"
"KBo 18.181 Rd. 33'",245,"Bk. B","jh.","(167/d)","Aḫḫiyawa:cho"
"KBo 18.181 Rd. 34'",245,"Bk. B","jh.","(167/d)","Mizri:cho"
"KBo 18.181 Vs. 2",245,"Bk. B","jh.","(167/d)","Ḫurri:cho"
"KBo 18.181 Vs. 3",245,"Bk. B","jh.","(167/d)","Ḫurri:cho"
"KBo 18.181 Vs. 4",245,"Bk. B","jh.","(167/d)","Ḫurri:cho"
"KBo 18.19 Rs. 10'",209,"Bk. M","jh.","(1141/u)","Amurru:cho"
"KBo 18.19 Rs. 25'",209,"Bk. M","jh.","(1141/u)","Aššur:cho"
"KBo 18.19 Rs. 38'",209,"Bk. M","jh.","(1141/u)","Karduniaš:cho"
"KBo 18.19 Rs. 6'",209,"Bk. M","jh.","(1141/u)","Kargamiš:cho"
"KBo 18.19 Rs. 8'",209,"Bk. M","jh.","(1141/u)","Ḫatti:cho"
"KBo 18.19 Rs. 9'",209,"Bk. M","jh.","(1141/u)","Kargamiš:cho"
"KBo 18.19 Vs. 12'",209,"Bk. M","jh.","(1141/u)","Ḫattuša:cho"
"KBo 18.19 Vs. 16'",209,"Bk. M","jh.","(1141/u)","Kaška:cho"
"KBo 18.19 lk. Rd. 4",209,"Bk. M","jh.","(1141/u)","Aššur:cho"
"KBo 18.20",170,"Bk. D","jh.","(319/w)","Ḫatti:cho"
"KBo 18.21 Vs. 1",187,"Bk. K","jh.","(238/r)","Ḫatti:cho"
"KBo 18.21 Vs. 2",187,"Bk. K","jh.","(238/r)","Mizri:cho"
"KBo 18.21 Vs. 3",187,"Bk. K","jh.","(238/r)","Mizri:cho"
"KBo 18.22 Vs. 4'",209,"Bk. D","jh.","(1902/u)","Ḫattuša:cho"
"KBo 18.22 Vs. 5",209,"Bk. D","jh.","(1902/u)","Ḫakmiš:cho"
"KBo 18.23 Vs. 6'",209,"Bk.","sjh.","(1116/u)","Ḫatti:cho"
"KBo 18.24 I 2",187,"T.I","sjh.","(679/z)","Aššur:cho"
"KBo 18.24 IV 13'",187,"T.I","sjh.","(679/z)","Maltiya:oik"
"KBo 18.24 IV 15'",187,"T.I","sjh.","(679/z)","Mizri:cho"
"KBo 18.24 IV 3'",187,"T.I","sjh.","(679/z)","Karduniaš:cho"
"KBo 18.25 Rs. 11'",187,"Bk. B","sjh.","(158/d)","Kargamiš:cho"
"KBo 18.25 Rs. 3'",187,"Bk. B","sjh.","(158/d)","Kargamiš:cho"
"KBo 18.25 Rs. 4'",187,"Bk. B","sjh.","(158/d)","Waššukanni:oik"
"KBo 18.25 Rs. 6'",187,"Bk. B","sjh.","(158/d)","Kargamiš:cho"
"KBo 18.25 Rs. 9'",187,"Bk. B","sjh.","(158/d)","Kargamiš:cho"
"KBo 18.28 Vs. 19'",190,"T.I","jh.","(580/u)","Arinna:cho"
"KBo 18.28 Vs. 2'",190,"T.I","jh.","(580/u)","Natkina:oik"
"KBo 18.28 Vs. 4'",190,"T.I","jh.","(580/u)","Natkina:oik"
"KBo 18.29 Rs. 30",188,"Bk. D","jh.","(398/i)","Aššaratta:cho"
"KBo 18.30 Vs. 14'",188,"Bk. D","jh.","(375/w)","Mizri:cho"
"KBo 18.30 Vs. 22",188,"Bk. D","jh.","(375/w)","Amurru:cho"
"KBo 18.31 Vs. 4'",188,"Bk. D","jh.","(451/w)","Ki[:cho"
"KBo 18.32 lk. Rd. 1",209,"Bk. A","jh.","(2450/c)","Ša[:cho"
"KBo 18.32 lk. Rd. 3",209,"Bk. A","jh.","(2450/c)","Pala:cho"
"KBo 18.33 Rs. 3'",209,"Bk. D","jh.","(490/w)","Ḫattuša:cho"
"KBo 18.33 Rs. 6'",209,"Bk. D","jh.","(490/w)","Kaška:cho"
"KBo 18.34 4'",209,"Bk. D","jh.","(439/w)","Kaška:cho"
"KBo 18.35 Vs. 6",209,"Bk. D","mh.","(453/w)","Lakku:oik"
"KBo 18.35 Vs. 7",209,"Bk. D","mh.","(453/w)","Lakku:oik"
"KBo 18.36 15'",209,"Bk. C","jh.","(26/f)","Kaška:cho"
"KBo 18.38 Vs. 7",209,"Bk. D","mh.","(371/w)","Kaška:cho"
"KBo 18.39 7'",209,"Bk. A","jh.","(861/c)","Ankuwa:cho"
"KBo 18.4 Vs. 1",188,"Bk. F","jh.","(327/r)","Išuwa:cho"
"KBo 18.40 Vs. 3",209,"Bk. D","mh.","(198/w)","Aššaratta:cho"
"KBo 18.40 Vs. 6",209,"Bk. D","mh.","(198/w)","Ura:cho"
"KBo 18.43 5'",209,"T.I","sjh.","(Bo 68/1)","Tat[:oik"
"KBo 18.44 Vs. 3'",209,"Bk. D","mh.","(1837/u)","Mizri:cho"
"KBo 18.45 Rs. 10'",188,"Bk. B","jh.","(314/d)","ANI:oik"
"KBo 18.45 Rs. 7'",188,"Bk. B","jh.","(314/d)","Mirinzana:oik"
"KBo 18.45 lk. Rd. 2",188,"Bk. B","jh.","(314/d)","Pala:cho"
"KBo 18.47 Vs. 4",188,"Bk. B","jh.","(142/d)","Alkizuwa:oik"
"KBo 18.47 Vs. 7",188,"Bk. B","jh.","(142/d)","Winizua:oik"
"KBo 18.48 Rs. 13'",186,"Bk.","sjh.","(59/g)","Kargamiš:cho"
"KBo 18.48 Rs. 2'",186,"Bk.","sjh.","(59/g)","Agade:cho"
"KBo 18.48 Vs. 15",186,"Bk.","sjh.","(59/g)","Kargamiš:cho"
"KBo 18.48 Vs. 19",186,"Bk.","sjh.","(59/g)","Kargamiš:cho"
"KBo 18.48 Vs. 5",186,"Bk.","sjh.","(59/g)","Kargamiš:cho"
"KBo 18.48 Vs. 7",186,"Bk.","sjh.","(59/g)","Kargamiš:cho"
"KBo 18.48 Vs. 8",186,"Bk.","sjh.","(59/g)","Aššur:cho"
"KBo 18.49 5'",209,"Bk. A","mh.","(2473/c)","Iyaḫrešša:oik"
"KBo 18.49 8'",209,"Bk. A","mh.","(2473/c)","Iyaḫrešša:oik"
"KBo 18.50 Vs. 7",188,"Bk. D","jh.","(461/w)","Ampara:cho"
"KBo 18.50 Vs. 8",188,"Bk. D","jh.","(461/w)","Ampara:cho"
"KBo 18.52 Vs. 6",188,"Bk. A","mh.","(1309/c)","Ḫatti:cho"
"KBo 18.53 12'",209,"Bk. D","jh.","(356/w)","Talmaliya:cho"
"KBo 18.53 13'",209,"Bk. D","jh.","(356/w)","Talmaliya:cho"
"KBo 18.56 3'",190,"Bk. D","jh.","(358/i)","Ḫatti:cho"
"KBo 18.56 6'",190,"Bk. D","jh.","(358/i)","Aškašipa:oro"
"KBo 18.57 Rs. 35'",209,"Bk. A","mh.","(1791/c)","Pala:cho"
"KBo 18.57 Vs. 16'",209,"Bk. A","mh.","(1791/c)","Lalḫa:cho, Šaḫḫupa:oik"
"KBo 18.57 Vs. 5'",209,"Bk. A","mh.","(1791/c)","Ašḫarpaya:oro"
"KBo 18.57a Vs. 10'",209,"Bk. A","mh.","(1791/c)","Lalḫa:cho, Šaḫḫupa:oik"
"KBo 18.58 Rs. 6'",188,"Bk. D","mh.","(370/w)","Tapulayašša:oik"
"KBo 18.58 Rs. 7'",188,"Bk. D","mh.","(370/w)","Tene[:oik"
"KBo 18.58 Vs. 10",188,"Bk. D","mh.","(370/w)","Titi[:cho"
"KBo 18.58 Vs. 6",188,"Bk. D","mh.","(370/w)","Kurta[:oik"
"KBo 18.58 Vs. 9",188,"Bk. D","mh.","(370/w)","GURUN-ašša:oik"
"KBo 18.66 Vs.? 17'",209,"Bk. A","mh.","(815/b)","Takašta:cho"
"KBo 18.76 Rs. 12'",209,"Bk. D","jh.","(316/w)","Ukupta:hyd"
"KBo 18.76 Rs. 6'",209,"Bk. D","jh.","(316/w)","Ḫalap:cho"
"KBo 18.76 Vs. 5",209,"Bk. D","jh.","(316/w)","Ḫalap:cho"
"KBo 18.76 Vs. 5'",209,"Bk. D","jh.","(316/w)","Kargamiš:cho"
"KBo 18.77 9'",209,"Bk. D","jh.","(325/w)","Aššur:cho"
"KBo 18.78 Vs. 10'",209,"Bk. D","jh.","(323/w)","Pitašša:cho"
"KBo 18.78 Vs. 2'",209,"Bk. D","jh.","(323/w)","Pitašša:cho"
"KBo 18.78 Vs. 3'",209,"Bk. D","jh.","(323/w)","Pitašša:cho"
"KBo 18.78 Vs. 5'",209,"Bk. D","jh.","(323/w)","Pitašša:cho"
"KBo 18.78 Vs. 6'",209,"Bk. D","jh.","(323/w)","Pitašša:cho"
"KBo 18.78 Vs. 8'",209,"Bk. D","jh.","(323/w)","Pitašša:cho"
"KBo 18.79 27'",209,"Bk. E","jh.","(2236/c)","Marišta:cho"
"KBo 18.79 34'",209,"Bk. E","jh.","(2236/c)","Talmaliya:cho"
"KBo 18.80 Rs. 2' + Privat 5 Vs.! 22",214,"Bk. A","mh.","(341/e)","Šarmana:cho"
"KBo 18.80 Vs. 3'",214,"Bk. A","mh.","(341/e)","Nura[:oro"
"KBo 18.80 Vs. 8'",214,"Bk. A","mh.","(341/e)","Karkarna:oik"
"KBo 18.83 19'",209,"Bk. D","mh.?","(358/w)","Arzawa:cho"
"KBo 18.85 3'",209,"Bk. D","jh.","(385/w)","Ḫur[:oik"
"KBo 18.86 Rs. 23'",190,"T.I","mh.","(727/t)","Ḫatti:cho"
"KBo 18.86 Rs. 27'",190,"T.I","mh.","(727/t)","Annašara:oik"
"KBo 18.86 Rs. 31'",190,"T.I","mh.","(727/t)","Ḫuršanašši:cho"
"KBo 18.86 Rs. 33'",190,"T.I","mh.","(727/t)","ANI:oik"
"KBo 18.86 Rs. 34'",190,"T.I","mh.","(727/t)","Dalawa:cho"
"KBo 18.86 Rs. 36'",190,"T.I","mh.","(727/t)","Ḫuršanašši:cho"
"KBo 18.86 Rs. 42'",190,"T.I","mh.","(727/t)","Dalawa:cho"
"KBo 18.86 Vs. 15'",190,"T.I","mh.","(727/t)","Annašara:oik"
"KBo 18.86 Vs. 19'",190,"T.I","mh.","(727/t)","Anwara (?):oik"
"KBo 18.86 Vs. 5'",190,"T.I","mh.","(727/t)","Annašara:oik"
"KBo 18.86 Vs. 7'",190,"T.I","mh.","(727/t)","Ḫuršanašši:cho"
"KBo 18.86 Vs. 8'",190,"T.I","mh.","(727/t)","Annašara:oik"
"KBo 18.88 Rs. 5",209,"Bk. D","jh.","(42/f)","Kinaḫḫa:cho"
"KBo 18.89 Vs. 3'",209,"Bk. F","sjh.","(71/r)","Aššur:cho"
"KBo 18.89 Vs. 7'",209,"Bk. F","sjh.","(71/r)","Aššur:cho"
"KBo 18.89 Vs. 8'",209,"Bk. F","sjh.","(71/r)","Aššur:cho"
"KBo 18.92 Vs. 7'",209,"Bk. D","k.A.","(474/w)","Ḫattuša:cho"
"KBo 18.93 1'",209,"Bk. D","k.A.","(378/w)","Ḫalap:cho"
"KBo 19.10 I 22 + KUB 8.75 I 22",239,"T.I","jh.","(1191/u)","Ḫaštira:oik"
"KBo 19.10 I 23 + KUB 8.75 I 23",239,"T.I","jh.","(1191/u)","Ḫaštira:oik"
"KBo 19.108 7'",360,"T.I","jh.","(Bo 68/46)","Niniwa:cho"
"KBo 19.108 9'",360,"T.I","jh.","(Bo 68/46)","Niniwa:cho"
"KBo 19.109 5'",348,"T.I","jh.","(1361/u)","Niniwa:cho"
"KBo 19.109a 19'",348,"T.I","jh.","(1361/u)","Niniwa:cho"
"KBo 19.112 2'",348,"T.I","jh.","(538/u)","Niniwa:cho"
"KBo 19.112 7'",348,"T.I","jh.","(538/u)","Niniwa:cho"
"KBo 19.120 II 7",341,"T.I","jh.","(1271/z)","Uruk:cho"
"KBo 19.121 6'",346,"T.I","jh.","(847/z)","Kummiya:oik"
"KBo 19.124 III 4'",341,"T.I","mh.?","(1748/u)","Šusa:oik"
"KBo 19.127 6'",649,"T.I","jh.","(1480/z)","Anunuwa:oik"
"KBo 19.128 I 40",625,"T.I","jh.","(Bo 68/55)","Zippalanda:oik"
"KBo 19.128 II 10",625,"T.I","jh.","(Bo 68/55)","Ḫayaša:cho"
"KBo 19.128 II 22",625,"T.I","jh.","(Bo 68/55)","Zippalanda:oik"
"KBo 19.128 IV 34'",625,"T.I","jh.","(Bo 68/55)","Zippalanda:oik"
"KBo 19.128 IV 42'",625,"T.I","jh.","(Bo 68/55)","Zippalanda:oik"
"KBo 19.128 V 17'",625,"T.I","jh.","(Bo 68/55)","Kaneš:cho"
"KBo 19.128 V 41'",625,"T.I","jh.","(Bo 68/55)","Kaneš:cho"
"KBo 19.128 VI 19",625,"T.I","jh.","(Bo 68/55)","Ḫayaša:cho"
"KBo 19.128 VI 35'",625,"T.I","jh.","(Bo 68/55)","Ḫatti:cho"
"KBo 19.129 Vs. 18 + KBo 53.84 6'",500,"T.I","jh.","(1583/u)","Lawazantiya:oik"
"KBo 19.129 Vs. 2",500,"T.I","jh.","(1583/u)","Lawazantiya:oik"
"KBo 19.129 Vs. 4",500,"T.I","jh.","(1583/u)","Lawazantiya:oik"
"KBo 19.130 III 9'",706,"T.I","jh.","(2105/g)","Niniwa:cho"
"KBo 19.130 IV 5",706,"T.I","jh.","(2105/g)","Akulliri:oro"
"KBo 19.130 IV 6'",706,"T.I","jh.","(2105/g)","Kallištapa:oro"
"KBo 19.130 IV 7",706,"T.I","jh.","(2105/g)","Šitarpu:hyd, Šitarpu:oik"
"KBo 19.135 III 7",782,"T.I","jh.","(1479/z)","Kummiya:oik"
"KBo 19.135 III 8",782,"T.I","jh.","(1479/z)","Ḫalap:cho"
"KBo 19.14 5'",239,"T.I","jh.","(1191/u)","Punuma:oik"
"KBo 19.14 7'",239,"T.I","jh.","(1191/u)","Punuma:oik"
"KBo 19.14 9'",239,"T.I","jh.","(1191/u)","Punuma:oik"
"KBo 19.142 III 20",721,"T.I","jh.","(422/z)","Ammana:oro"
"KBo 19.142 IV 1",721,"T.I","jh.","(422/z)","Ammana:oro"
"KBo 19.144 I 16'",490,"T.I","jh.","(991/z)","Ḫurri:cho"
"KBo 19.145 IV 33'",788,"T.I","mh.","(1315/z)","Niniwa:cho"
"KBo 19.145 IV 50'",788,"T.I","mh.","(1315/z)","Kizzuwatna:cho"
"KBo 19.155 7'",751,"T.I","mh.","(1587/u)","Ḫattuša:cho"
"KBo 19.161 I 4'",738,"T.I","jh.","(1336/z)","Tawiniya:cho"
"KBo 19.161 IIIb 6'",738,"T.I","jh.","(1336/z)","Tawiniya:cho"
"KBo 19.162 Vs. 14",725,"T.I","mh.","(312/u)","Šakdunuwa:oro, Šakdunuwa:cho"
"KBo 19.162 Vs. 5",725,"T.I","mh.","(312/u)","Ḫattuša:cho"
"KBo 19.163 III 11",738,"T.I","jh.","(1337/z)","Tawiniya:cho"
"KBo 19.28 7",237,"T.I","jh.","(Bo 68/242)","Ḫurri:cho"
"KBo 19.29 I 10",236,"T.I","jh.","(912/z)","Taḫuiški:oik"
"KBo 19.29 I 7",236,"T.I","jh.","(912/z)","Kapaštuštu:oik"
"KBo 19.29 II 1'",236,"T.I","jh.","(912/z)","Ki[:cho"
"KBo 19.29 II 4'",236,"T.I","jh.","(912/z)","Ta[:oro, Ta[:oik"
"KBo 19.29 II 7'",236,"T.I","jh.","(912/z)","Mu[:oik"
"KBo 19.30 2'",238,"T.I","jh.","(Bo 68/50)","Lamiya:oik"
"KBo 19.30 3'",238,"T.I","jh.","(Bo 68/50)","Šal[:oik"
"KBo 19.30 4'",238,"T.I","jh.","(Bo 68/50)","I[:hyd, I[:oik"
"KBo 19.30 5'",238,"T.I","jh.","(Bo 68/50)","Marišta:cho"
"KBo 19.30 6'",238,"T.I","jh.","(Bo 68/50)","Du[:oro, Du[:oik"
"KBo 19.30 7'",238,"T.I","jh.","(Bo 68/50)","Wa[:cho"
"KBo 19.30 8'",238,"T.I","jh.","(Bo 68/50)","Laḫurama:oik"
"KBo 19.31 I 10'",238,"T.I","jh.","(Bo 68/83)","Waliyaḫita:oik"
"KBo 19.31 I 11'",238,"T.I","jh.","(Bo 68/83)","Karkaziya:oik"
"KBo 19.31 I 12'",238,"T.I","jh.","(Bo 68/83)","Iuppašlu[:oik"
"KBo 19.31 I 13'",238,"T.I","jh.","(Bo 68/83)","Tiliura:oik"
"KBo 19.31 I 14'",238,"T.I","jh.","(Bo 68/83)","Tuwapara:oik"
"KBo 19.31 I 15'",238,"T.I","jh.","(Bo 68/83)","Karšaniya:oik"
"KBo 19.31 I 16'",238,"T.I","jh.","(Bo 68/83)","Anzara:oik"
"KBo 19.31 I 17'",238,"T.I","jh.","(Bo 68/83)","Lipawaya:oik"
"KBo 19.31 I 19'",238,"T.I","jh.","(Bo 68/83)","Titiš[:oik"
"KBo 19.31 I 20'",238,"T.I","jh.","(Bo 68/83)","Kattiwa:oik"
"KBo 19.31 I 21'",238,"T.I","jh.","(Bo 68/83)","Šalmali[:oik"
"KBo 19.31 I 22'",238,"T.I","jh.","(Bo 68/83)","Ḫapit[:oik"
"KBo 19.31 I 23'",238,"T.I","jh.","(Bo 68/83)","Ḫakkura:oro, Ḫakkura:oik"
"KBo 19.31 I 24'",238,"T.I","jh.","(Bo 68/83)","Zi[:cho"
"KBo 19.31 I 25'",238,"T.I","jh.","(Bo 68/83)","Ḫa[:oro, Ḫa[:cho"
"KBo 19.31 I 3'",238,"T.I","jh.","(Bo 68/83)","Gapeltapi:oik"
"KBo 19.31 I 4",238,"T.I","jh.","(Bo 68/83)","Tarmatuwa:oik"
