"GeogrMark","Translit","GeoM","Textstelle","CTH","Fundort","Dat","RefNr","Toponym"
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"Bk. A","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
"<U+1E2A>UR.SAG","aš-ka-l[i-",NA,"DAAM 1.41 I 23",0,"","k.A.","()","Aškali["
